Majority protein IDs	Protein names	Gene names	L3_4 old L OAF	L3_4 old A OAF	L3_4 old P OAF	L3_4 old R OAF	L3_4 old L IAF	L3_4 old R IAF	L3_4 old L IAF_NP	L3_4 old A IAF_NP	L3_4 old P IAF_NP	L3_4 old R IAF_NP	L3_4 old NP	L3_4 Young L OAF	L3_4 young A OAF	L3_4 young P OAF	L3_4 young R OAF	L3_4 young L IAF	L3_4 young R IAF	L3_4 young L IAF_NP	L3_4 young A IAF_NP	L3_4 young P IAF_NP	L3_4 young R IAF_NP	L3_4 young NP	L4_5 old L OAF	L4_5 old A OAF	L4_5 old P OAF	L4_5 old R OAF	L4_5 old L IAF	L4_5 old R IAF	L4_5 old L IAF_NP	L4_5 old A IAF_NP	L4_5 old P IAF_NP	L4_5 old R IAF_NP	L4_5 old NP	L4_5 young L OAF	L4_5 young A OAF	L4_5 young P OAF	L4_5 young R OAF	L4_5 young L IAF	L4_5 young R IAF	L4_5 young L IAF_NP	L4_5 young A IAF_NP	L4_5 young P IAF_NP	L4_5 young R IAF_NP	L4_5 young NP	L5_S1 old L OAF	L5_S1 old A OAF	L5_S1 old P OAF	L5_S1 old R OAF	L5_S1 old L IAF	L5_S1 old R IAF	L5_S1 old L IAF_NP	L5_S1 old A IAF_NP	L5_S1 old P IAF_NP	L5_S1 old R IAF_NP	L5_S1 old NP	L5_S1 young L OAF	L5_S1 young A OAF	L5_S1 young P OAF	L5_S1 young R OAF	L5_S1 young L IAF	L5_S1 young R IAF	L5_S1 young L IAF_NP	L5_S1 young A IAF_NP	L5_S1 young P IAF_NP	L5_S1 young R IAF_NP	L5_S1 young NP
O00161	Synaptosomal-associated protein 23	SNAP23	NaN	23.8759	NaN	23.74	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.5547	23.7	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8917	NaN	24.0957	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3314	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P60880	Synaptosomal-associated protein 25	SNAP25	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	20.5751	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O76070	Gamma-synuclein	SNCG	25.4522	24.6182	NaN	26.7546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.6918	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q7KZF4	Staphylococcal nuclease domain-containing protein 1	SND1	29.1033	29.6544	25.1158	28.6904	24.6873	24.3924	NaN	NaN	NaN	NaN	NaN	26.9752	25.9815	24.9629	25.9499	24.5277	24.4382	25.0529	26.1975	24.4147	23.7167	24.7304	27.3853	26.8264	24.7418	NaN	25.511	NaN	24.9752	NaN	NaN	24.3958	NaN	26.8324	26.1109	NaN	26.6532	NaN	25.9013	24.7314	23.4105	NaN	24.0595	23.7373	26.2503	26.5203	26.232	28.0666	26.9555	26.6923	25.4822	NaN	NaN	NaN	NaN	26.7366	26.6125	26.5873	26.5979	NaN	25.2486	NaN	NaN	NaN	NaN	25.0125
Q8TER0	Sushi, nidogen and EGF-like domain-containing protein 1	SNED1	23.9457	NaN	25.1183	NaN	NaN	24.2734	NaN	NaN	NaN	23.9305	NaN	NaN	NaN	NaN	NaN	25.6665	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6783	NaN	24.2234	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.4712	25.6191	NaN	NaN	NaN	NaN	NaN	23.8892	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O75643	U5 small nuclear ribonucleoprotein 200 kDa helicase	SNRNP200	23.1764	23.8933	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08621	U1 small nuclear ribonucleoprotein 70 kDa	SNRNP70	24.5982	25.4637	NaN	25.0953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6761	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6259	24.6222	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P09661	U2 small nuclear ribonucleoprotein A	SNRPA1	23.6654	23.548	NaN	22.5507	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.0184	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P08579	U2 small nuclear ribonucleoprotein B	SNRPB2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	22.0051	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P09234	U1 small nuclear ribonucleoprotein C	SNRPC	NaN	24.1292	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62314	Small nuclear ribonucleoprotein Sm D1	SNRPD1	23.9855	24.7423	NaN	24.4428	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8471	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.017	NaN	24.5939	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62316	Small nuclear ribonucleoprotein Sm D2	SNRPD2	26.4992	27.0079	NaN	26.1923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6405	NaN	NaN	NaN	NaN	NaN	NaN	26.0698	NaN	NaN	NaN	25.1562	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.1491	25.3581	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.2828	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8696	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62318	Small nuclear ribonucleoprotein Sm D3	SNRPD3	25.1413	26.0584	NaN	26.1776	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62304	Small nuclear ribonucleoprotein E	SNRPE	23.0061	24.065	NaN	24.1638	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P62306	Small nuclear ribonucleoprotein F	SNRPF	24.0256	25.2938	NaN	24.9578	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.8766	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.6275	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13424	Alpha-1-syntrophin	SNTA1	NaN	NaN	NaN	21.9074	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13884	Beta-1-syntrophin	SNTB1	21.7824	NaN	NaN	24.4268	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13425	Beta-2-syntrophin	SNTB2	23.6084	23.7206	NaN	22.7661	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q13596	Sorting nexin-1	SNX1	24.1555	25.4319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0489	NaN	NaN	NaN	NaN	NaN	NaN	24.1384	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.0212	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.9723	23.9016	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UMY4	Sorting nexin-12	SNX12	23.836	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q15036	Sorting nexin-17	SNX17	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.8674	NaN
O60749	Sorting nexin-2	SNX2	25.7472	27.7387	24.8471	25.6362	NaN	NaN	NaN	NaN	NaN	NaN	24.528	NaN	NaN	NaN	NaN	23.5417	NaN	NaN	NaN	NaN	NaN	NaN	26.3248	NaN	25.9313	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.7734	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.2007	25.1457	NaN	26.1546	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.4638	NaN	25.3944	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q96L92	Sorting nexin-27	SNX27	NaN	NaN	NaN	20.771	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O60493	Sorting nexin-3	SNX3	26.8563	27.1	NaN	27.7266	NaN	NaN	NaN	NaN	NaN	NaN	NaN	23.9908	24.2729	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.0524	26.4789	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.4522	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.245	25.1135	NaN	24.7316	25.1654	NaN	26.8209	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.9748	25.1787	24.999	25.0478	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O95219	Sorting nexin-4	SNX4	NaN	23.5005	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9Y5X3	Sorting nexin-5	SNX5	25.1361	25.7714	NaN	25.4719	NaN	NaN	NaN	NaN	NaN	25.1872	25.4388	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.8974	NaN	NaN	NaN	25.1973	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.8989	NaN	NaN	NaN	NaN	NaN	25.2414	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3953	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3556	NaN	NaN	25.2596	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9UNH7	Sorting nexin-6;Sorting nexin-6, N-terminally processed	SNX6	26.8086	26.6603	24.4456	26.5603	25.2131	NaN	25.1241	NaN	NaN	NaN	25.0462	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.9691	NaN	NaN	NaN	NaN	NaN	25.285	NaN	NaN	NaN	NaN	25.3353	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	26.4114	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.33	24.1174	NaN	NaN	NaN	25.3811	NaN	NaN	NaN	NaN	NaN
Q9Y5X1	Sorting nexin-9	SNX9	NaN	NaN	NaN	24.2325	NaN	NaN	NaN	NaN	NaN	NaN	26.6223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.2354	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P00441	Superoxide dismutase [Cu-Zn]	SOD1	29.5267	29.3219	27.7726	30.8351	27.6197	26.4027	24.7758	NaN	NaN	23.3476	25.3754	28.7021	29.573	30.1237	29.5578	28.9981	28.6557	29.1684	28.1586	28.2732	28.6345	29.1592	29.6974	28.4977	29.1532	29.3874	27.2348	25.6223	25.6601	NaN	25.1912	27.7608	24.3763	30.4565	29.7214	29.6613	30.4284	28.9593	28.9714	28.8836	29.1709	NaN	28.2826	27.445	29.7545	29.3495	27.8506	29.2975	28.136	NaN	28.3987	28.2068	NaN	NaN	26.8486	29.3377	29.2169	30.1791	30.245	28.7713	NaN	28.2736	28.2902	NaN	27.3884	28.6826
P04179	Superoxide dismutase [Mn], mitochondrial	SOD2	30.7929	30.5714	26.988	31.4655	25.6329	25.3891	22.4002	25.4299	25.5295	24.1365	NaN	28.0427	27.9702	29.2804	27.9273	26.4404	28.1346	27.3334	26.7137	26.2654	27.308	26.3562	28.522	26.0552	26.3166	NaN	25.0722	NaN	24.5092	NaN	24.5162	NaN	NaN	29.7446	27.0059	NaN	29.7385	28.3871	NaN	NaN	NaN	22.4481	26.0881	24.1004	27.5671	28.6351	27.0419	30.413	27.4062	27.0976	NaN	NaN	26.8761	NaN	NaN	29.3555	29.3892	29.0407	26.9966	27.2829	26.3642	25.8411	27.3581	NaN	NaN	27.5271
P08294	Extracellular superoxide dismutase [Cu-Zn]	SOD3	32.0228	31.5869	30.9214	31.8839	30.7274	31.054	32.0826	29.5452	30.2366	31.5397	30.8817	30.8644	32.4844	32.2193	30.271	32.7383	31.5322	32.3982	33.0151	32.4339	31.572	31.0297	32.57	32.3497	30.5596	32.3319	33.0464	32.4306	32.1101	31.8443	30.4775	31.8232	30.9086	29.4413	32.2985	32.113	30.9296	31.7044	31.5589	32.3224	32.6077	32.1892	32.4029	32.6187	32.622	33.0891	31.9072	31.7397	32.033	32.3989	31.6254	32.629	31.8614	32.6697	32.1478	29.7913	31.8392	32.8726	31.8903	31.8009	30.7863	31.7115	31.9121	32.3563	31.8395	31.8848
P18583	Protein SON	SON	NaN	NaN	NaN	22.9089	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BX66	Sorbin and SH3 domain-containing protein 1	SORBS1	25.3324	24.4955	NaN	25.6755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3223	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.3392	NaN	NaN	NaN	24.4279	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O94875	Sorbin and SH3 domain-containing protein 2	SORBS2	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	24.3615	NaN	24.6409	NaN	NaN	NaN	NaN	NaN	24.9848	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O60504	Vinexin	SORBS3	NaN	23.6441	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q00796	Sorbitol dehydrogenase	SORD	23.762	23.5323	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9BQB4	Sclerostin	SOST	24.4827	NaN	27.5489	24.1682	25.7452	26.8547	27.591	NaN	NaN	27.3858	27.6183	27.4785	NaN	NaN	26.6501	27.7152	NaN	NaN	28.1611	27.2566	NaN	27.9902	27.1964	27.9606	27.8284	28.9009	28.2964	29.2757	27.9446	28.4488	27.4109	28.8585	27.5424	NaN	NaN	NaN	28.1334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	29.4138	27.8805	28.6099	27.5579	29.2714	30.3863	29.5295	29.045	30.3805	29.902	30.3978	NaN	NaN	NaN	27.7811	NaN	NaN	26.8472	NaN	NaN	NaN	NaN
O75602	Sperm-associated antigen 6	SPAG6	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.0706	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
O60271	C-Jun-amino-terminal kinase-interacting protein 4	SPAG9	26.3176	25.5728	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	27.9751	NaN	NaN	NaN	NaN	25.6454	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P09486	SPARC	SPARC	27.5468	28.1065	27.1395	26.4594	29.0551	28.1317	29.7017	27.9696	28.2589	28.83	28.9949	31.2876	31.7011	32.0261	31.7444	30.5792	31.0568	30.122	29.8384	29.7975	29.0562	29.5128	28.5052	29.7517	27.81	29.7145	30.0948	30.6686	29.7085	29.8047	26.6565	30.3227	29.0562	30.5786	30.7736	30.6337	31.6746	31.0123	31.835	30.6217	29.8726	30.1364	30.608	30.6571	29.9882	30.0128	29.5276	27.3829	29.2894	29.4047	30.9023	30.2977	30.0001	29.5344	31.296	31.9165	31.2541	29.9496	31.8733	30.8032	30.2472	30.5368	30.039	29.6444	29.8782	29.8793
Q14515	SPARC-like protein 1	SPARCL1	NaN	NaN	NaN	23.7496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P0DKV0	Spermatogenesis-associated protein 31C1	SPATA31C1	NaN	22.7923	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
Q9NUQ6	SPATS2-like protein	SPATS2L	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	25.1328	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
